//General Stats////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

General Stats                                                                                                                                                                                                                      Stats
LSQStalls                     0
LSQStallLoad                  0
LSQStallStore                 0
IQStalls                      0
RenameStalls                  0
NumSyscalls                  52
StallSyscall           62583851

//GPU Stats////////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

GPU stats           GPU
------------  ---------
ExeTime        67335437
GPURunTime      4530700
GPUIdleTime    62804737

//CUU Stats////////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

CU stats              CU
--------------  --------
TotalBusy        3380740
TotalStalls      1087296
TotalMapped      4468037
TotalUnMapped      62663

//Cache Stats//////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

Cache stats combined                   I$                 D$                L2$                L3$
---------------------  ------------------ ------------------ ------------------ ------------------
CacheUtilization                     0.12               0.12               0.09               0.01
Occupancy                            5577           12289449            2759202             528058
OccupancyPct                        0.000              0.183              0.041              0.008

Cache stats individual         I_0
-----------------------  ---------
CacheUtilization             0.992
Occupancy                     5577
OccupancyPct                 0.000

Cache stats individual         D_0
-----------------------  ---------
CacheUtilization             1.000
Occupancy                 12289449
OccupancyPct                 0.183

Cache stats individual        L2_0
-----------------------  ---------
CacheUtilization             0.740
Occupancy                  2759202
OccupancyPct                 0.041

Cache stats individual        L3_0
-----------------------  ---------
CacheUtilization             0.074
Occupancy                   528058
OccupancyPct                 0.008


//Cache IO Stats///////////////////////////////////////////////
///////////////////////////////////////////////////////////////

Cache stats combined                      I$                 D$                L2$                L3$
------------------------  ------------------ ------------------ ------------------ ------------------
IOUpOccupancy                              0                  0             972575             713838
IOUpOccupancyPct                       0.000              0.000              0.014              0.011
IODownOccupancy                         1127            2071677            2985614                  0
IOdownOccupancyPct                     0.000              0.031              0.044              0.000

Cache IO stats individual         I_0
--------------------------  ---------
IOUpOccupancy                       0
IOUpOccupancyPct                    0
IODownOccupancy                  1127
IOdownOccupancyPct              0.000

Cache IO stats individual         D_0
--------------------------  ---------
IOUpOccupancy                       0
IOUpOccupancyPct                    0
IODownOccupancy               2071677
IOdownOccupancyPct              0.031

Cache IO stats individual        L2_0
--------------------------  ---------
IOUpOccupancy                  972575
IOUpOccupancyPct                0.014
IODownOccupancy               2985614
IOdownOccupancyPct              0.044

Cache IO stats individual        L3_0
--------------------------  ---------
IOUpOccupancy                  713838
IOUpOccupancyPct                0.011
IODownOccupancy                     0
IOdownOccupancyPct              0.000


//Switch Stats/////////////////////////////////////////////////
///////////////////////////////////////////////////////////////

Switch stats combined                 SW
----------------------  ----------------
Occupancy                        4401330
OccupancyPct                       0.065

Switch stats individual         S_0       S_1
------------------------  --------- ---------
Occupancy                   5674260   3128400
OccupancyPct                  0.084     0.046

//Switch IO Stats//////////////////////////////////////////////
///////////////////////////////////////////////////////////////

Switch IO stats combined                  SW
-------------------------  -----------------
IONorthOccupancy                      906057
IONorthOccupancyPct                    0.013
IOEastOccupancy                      1700551
IOEastOccupancyPct                     0.025
IOSouthOccupancy                      541372
IOSouthOccupancyPct                    0.008
IOWestOccupancy                      2289963
IOWestOccupancyPct                     0.034

Switch IO stats individual         S_0       S_1
---------------------------  --------- ---------
IONorthOccupancy               1812114         0
IONorthOccupancyPct              0.027     0.000
IOEastOccupancy                1882804   1518298
IOEastOccupancyPct               0.028     0.023
IOSouthOccupancy                699402    383342
IOSouthOccupancyPct              0.010     0.006
IOWestOccupancy                2531114   2048812
IOWestOccupancyPct               0.038     0.030

//System Agent Stats///////////////////////////////////////////
///////////////////////////////////////////////////////////////

System agent stats          SA
-------------------  ---------
Occupancy              3844654
OccupancyPct             0.057
IOUpOccupancy          2591904
IOUpOccupancyPct         0.038
IODownOccupancy        3785274
IODownOccupancyPct       0.056

//Memory Ctrl Stats////////////////////////////////////////////
///////////////////////////////////////////////////////////////

Memory ctrl stats          MC
------------------  ---------
Occupancy             3824096
OccupancyPct            0.057
IOUpOccupancy         2591904
IOUpOccupancyPct        0.038

